File generated by gen_phonebook.pl - 2013-09-05 15:54:57 UTC
8952 airports and 3146 navaids are present in this file (38 freq skipped) 

ICAO  Decription            FRQ      Phone no.          Name
 CGG                        109.800  0132677171109800  GRAYLING VOR        
 CGI                        112.900  0132677173112900  CAPE GIRARDEAU VOR-DME
 CGN                        115.350  0132677178115350  PARIS CHARLES DE GAULLE VOR-DME
 CGO                        114.500  0132677179114500  XINZHENG VOR-DME    
 CGR                        115.700  0132677182115700  CAMPO GRANDE VOR-DME
 CGS                        109.200  0132677183109200  CAGNES SUR MER VOR-DME
 CGT                        114.200  0132677184114200  CHICAGO HEIGHTS VORTAC
  CH                        115.300  0132326772115300  CHRISTCHURCH VOR-DME
 CHA                        115.500  0132677265115500  CHARLIE VOR         
 CHE                        115.600  0132677269115600  HAYDEN VOR-DME      
 CHG                        114.500  0132677271114500  CHAOYANG VOR-DME    
 CHI                        114.100  0132677273114100  CHIOGGIA VOR-DME    
 CHN                        113.700  0132677278113700  CHISINAU VOR-DME    
 CHO                        109.000  0132677279109000  CHEONGJU VOR-DME    
 CHP                        117.000  0132677280117000  SAN MARTIN DE LOS ANDES VOR-DME
 CHS                        113.500  0132677283113500  CHARLESTON VORTAC   
 CHW                        114.500  0132677287114500  JIAYUGUAN VOR-DME   
 CIA                        113.700  0132677365113700  CUIABA VOR-DME      
 CIB                        117.300  0132677366117300  COCHIN INTL VOR-DME 
 CIC                        109.800  0132677367109800  CHICO VOR-DME       
 CID                        114.100  0132677368114100  CEDAR RAPIDS VOR-DME
 CIE                        115.800  0132677369115800  COCHISE VORTAC      
 CIM                        116.400  0132677377116400  CIMARRON VORTAC     
 CIN                        114.300  0132677378114300  CURTIN VOR-DME      
 CIP                        112.900  0132677380112900  CLARION VOR-DME     
 CIV                        113.200  0132677386113200  CHIEVRES VOR        
 CJN                        113.400  0132677478113400  CERREJON VOR-DME    
 CJS                        116.700  0132677483116700  JUAREZ VOR-DME      
 CJU                        116.100  0132677485116100  JEJU VORTAC         
 CKB                        112.600  0132677566112600  CLARKSBURG VOR-DME  
 CKG                        116.100  0132677571116100  CHONGQING VOR-DME   
 CKH                        113.900  0132677572113900  KOKO HEAD VORTAC    
 CKV                        110.600  0132677586110600  CLARKSVILLE VOR-DME 
 CKW                        115.000  0132677587115000  CHEROKEE VOR-DME    
 CKZ                        108.850  0132677590108850  PENNRIDGE VOR-DME   
 CLA                        114.900  0132677665114900  CHICLAYO VOR-DME    
 CLC                        116.500  0132677667116500  CALICUT VOR-DME     
 CLE                        115.350  0132677669115350  CALELLA VOR-DME     
 CLJ                        111.200  0132677674111200  CLUJ VOR-DME        
 CLL                        113.300  0132677676113300  COLLEGE STATION VORTAC
 CLM                        112.900  0132677677112900  COULOMMIERS Voisins VOR-DME
 CLN                        114.550  0132677678114550  CLACTON VOR-DME     
 CLO                        115.500  0132677679115500  CALI VOR-DME        
 CLP                        114.900  0132677680114900  CILACAP VOR-DME     
 CLS                        117.550  0132677683117550  CALLES VOR-DME      
 CLT                        115.000  0132677684115000  CHARLOTTE VOR-DME   
 CMA                        116.900  0132677765116900  CHIANG MAI VOR-DME  
 CMB                        112.600  0132677766112600  CAMBRAI EPINOY VORTAC
 CME                        116.100  0132677769116100  CHISUM VORTAC       
 CMI                        110.000  0132677773110000  CHAMPAIGN VORTAC    
 CMK                        116.600  0132677775116600  CARMEL VOR-DME      
 CML                        115.500  0132677776115500  COMILLA VOR         
 CMP                        112.900  0132677780112900  CHUM PHAE VOR-DME   
 CMT                        114.700  0132677784114700  COMITAN VOR-DME     
 CMU                        115.500  0132677785115500  CUNNAMULLA VOR      
 CMX                        112.800  0132677788112800  HOUGHTON VOR-DME    
 CNA                        114.650  0132677865114650  COGNAC CHATEAUBERNARD VOR-DME
 CND                        112.700  0132677868112700  CONSTANTA VOR-DME   
 CNF                        114.400  0132677870114400  CONFINS VOR-DME     
 CNG                        113.100  0132677871113100  CUNNINGHAM VORTAC   
 CNK                        111.200  0132677875111200  CANAKKALE VOR-DME   
 CNM                        116.300  0132677877116300  CARLSBAD VORTAC     
 CNR                        117.300  0132677882117300  COLMENAR VOR-DME    
 CNU                        109.200  0132677885109200  CHANUTE VOR-DME     
 CNX                        115.500  0132677888115500  CORONA VORTAC       
 COA                        110.050  0132677965110050  COSTA VOR-DME       
 COD                        111.800  0132677968111800  CODY VOR-DME        
 COE                        108.800  0132677969108800  COEUR D'ALENE VOR-DME
 COL                        115.400  0132677976115400  COLTS NECK VOR-DME  
 CON                        117.400  0132677978117400  CONNAUGHT VOR-DME   
 COR                        112.700  0132677982112700  CARORA VOR-DME      
 COT                        115.800  0132677984115800  COTULLA VORTAC      
 COU                        110.200  0132677985110200  COLUMBIA VOR-DME    
 COY                        108.200  0132677989108200  ST CROIX VOR-DME    
 CPE                        109.650  0132678069109650  COMPIEGNE VOR-DME   
 CPN                        111.600  0132678078111600  COPPERTOWN VOR-DME  
 CPT                        114.350  0132678084114350  COMPTON VOR-DME     
 CQY                        114.800  0132678189114800  CEDAR CREEK VORTAC  
 CRA                        116.500  0132678265116500  CAM RANH VOR-DME    
 CRD                        112.000  0132678268112000  CARDAK VOR-DME      
 CRE                        117.600  0132678269117600  GRAND STRAND VORTAC 
 CRG                        114.500  0132678271114500  CRAIG VORTAC        
 CRI                        112.300  0132678273112300  CANARSIE VOR-DME    
 CRJ                        112.400  0132678274112400  CARAJAS VOR-DME     
 CRK                        114.600  0132678275114600  CORK VOR-DME        
 CRL                        109.200  0132678276109200  CREIL VORTAC        
 CRM                        112.800  0132678277112800  CARSAMBA VOR-DME    
 CRN                        117.100  0132678278117100  CROTONE VOR-DME     
 CRO                        117.300  0132678279117300  CORO VOR-DME        
 CRP                        115.500  0132678280115500  CORPUS CHRISTI VORTAC
 CRR                        115.400  0132678282115400  CORRIENTES VOR-DME  
 CRV                        110.200  0132678286110200  CRAIOVA VOR-DME     
  CS                        113.000  0132326783113000  CAIRNS VOR-DME      
 CSG                        117.100  0132678371117100  COLUMBUS VORTAC     
 CSI                        117.500  0132678373117500  CENTER POINT VORTAC 
 CSL                        116.750  0132678376116750  CASELLE VOR-DME     
 CSN                        116.300  0132678378116300  CASANOVA VORTAC     
 CSO                        115.500  0132678379115500  CONSTANTINE VOR-DME 
 CSV                        112.200  0132678386112200  COLLINSVILLE VOR    
 CSX                        113.300  0132678388113300  CHANGSHA VOR-DME    
 CTB                        114.400  0132678466114400  CUT BANK VORTAC     
 CTF                        108.200  0132678470108200  CHESTERFIELD VOR-DME
 CTG                        113.400  0132678471113400  CHITTAGONG VOR-DME  
 CTL                        117.600  0132678476117600  CHATILLON SUR MARNE VOR-DME
 CTM                        116.300  0132678477116300  CHETUMAL VOR-DME    
 CTN                        116.000  0132678478116000  EL CANTON VOR-DME   
 CTR                        116.500  0132678482116500  CHIANG RAI VOR-DME  
 CTU                        115.700  0132678485115700  SHUANGLIU VOR-DME   
 CTV                        115.700  0132678486115700  CAPE TOWN VORTAC    
 CTW                        111.800  0132678487111800  NEWCOMERSTOWN VOR-DME
 CTY                        112.000  0132678489112000  CROSS CITY VORTAC   
 CUA                        116.300  0132678565116300  CUAUTLA VOR-DME     
 CUC                        113.300  0132678567113300  CUCUTA VOR-DME      
 CUE                        117.100  0132678569117100  OTSU VOR-DME        
 CUL                        112.200  0132678576112200  CULIACAN VOR-DME    
 CUM                        113.300  0132678577113300  CUMANA VOR-DME      
 CUN                        114.800  0132678578114800  YECHEON VOR-DME     
 CUS                        111.200  0132678583111200  COLUMBUS VOR-DME    
 CUU                        114.100  0132678585114100  CHIHUAHUA VOR-DME   
 CUV                        114.500  0132678586114500  CUENCA VOR-DME      
 CUY                        116.500  0132678589116500  CAUAYAN VOR-DME     
 CUZ                        108.200  0132678590108200  CUSTER CO VOR-DME   
  CV                        114.300  0132326786114300  CHARLEVILLE VOR     
 CVA                        113.800  0132678665113800  DAVENPORT VORTAC    
 CVC                        113.600  0132678667113600  CHOSHI VORTAC       
 CVE                        116.200  0132678669116200  COWBOY VOR-DME      
 CVG                        117.300  0132678671117300  CINCINNATI VORTAC   
 CVI                        114.600  0132678673114600  COFIELD VORTAC      
 CVL                        116.000  0132678676116000  CARAVELAS VOR       
 CVM                        113.700  0132678677113700  VICTORIA VOR-DME    
 CVO                        115.400  0132678679115400  CORVALLIS VOR-DME   
 CVS                        115.300  0132678683115300  SAL VOR-DME         
 CVV                        117.200  0132678686117200  PENN COVE VOR-DME   
 CWK                        112.800  0132678775112800  CENTEX VORTAC       
 CWR                        112.400  0132678782112400  COWRA VOR           
 CWS                        117.600  0132678783117600  COWES VOR           
 CXB                        115.100  0132678866115100  CACHIMBO VOR-DME    
 CXR                        112.700  0132678882112700  CHARDON VOR-DME     
 CXS                        112.300  0132678883112300  DO SUL VOR-DME      
 CYN                        113.400  0132678978113400  COYLE VORTAC        
 CYR                        115.950  0132678982115950  CAYENNE VOR-DME     
 CYS                        113.100  0132678983113100  CHEYENNE VORTAC     
 CYY                        108.600  0132678989108600  CYPRESS VOR-DME     
 CZA                        116.500  0132679065116500  KAUA VOR-DME        
 CZE                        114.500  0132679069114500  CZEMPIN VOR-DME     
 CZH                        114.500  0132679072114500  CHONGZHOU VOR-DME   
 CZI                        117.300  0132679073117300  CRAZY WOMAN VOR-DME 
