File generated by gen_phonebook.pl - 2013-09-05 15:54:57 UTC
8952 airports and 3146 navaids are present in this file (38 freq skipped) 

ICAO  Decription            FRQ      Phone no.          Name
LIEE  TWR                   122.100  0176736969122100  Cagliari Elmas      
LIEE  TWR                   120.600  0176736969120600  Cagliari Elmas      
LIEE  CAGLIARI APP          118.750  0176736969118750  Cagliari Elmas      
LIEE  GND                   121.600  0176736969121600  Cagliari Elmas      
LIEO  TWR                   125.950  0176736979125950  OLBIA COSTA SMERALDA
LIEO  TWR                   122.100  0176736979122100  OLBIA COSTA SMERALDA
LIEO  APP                   118.975  0176736979118975  OLBIA COSTA SMERALDA
LIET  INFO                  119.650  0176736984119650  TORTOLI             
LILE  AFIS                  123.050  0176737669123050  BIELLA CERRIONE     
LILI  Vercelli Radio TWR    122.600  0176737673122600  Vercelli            
LILN  AFIS                  128.550  0176737678128550  VENEGONO            
LIMA  INFO                  119.800  0176737765119800  Torino Aeritalia    
LIMC  ATIS                  120.025  0176737767120025  Milano Malpensa     
LIMC  CLNC DEL              120.900  0176737767120900  Milano Malpensa     
LIMC  MILANO APP            132.700  0176737767132700  Milano Malpensa     
LIMC  GND                   121.825  0176737767121825  Milano Malpensa     
LIMC  TWR                   128.350  0176737767128350  Milano Malpensa     
LIMC  MILANO APP            125.275  0176737767125275  Milano Malpensa     
LIMC  MILANO APP            132.690  0176737767132690  Milano Malpensa     
LIMC  MILANO DEP            126.300  0176737767126300  Milano Malpensa     
LIMC  ATIS                  121.625  0176737767121625  Milano Malpensa     
LIMC  TWR                   119.000  0176737767119000  Milano Malpensa     
LIMC  MILANO DEP            126.750  0176737767126750  Milano Malpensa     
LIMC  GND                   121.900  0176737767121900  Milano Malpensa     
LIME  ORIO TWR              120.500  0176737769120500  Bergamo Orio Al Serio
LIME  ORIO TWR              126.500  0176737769126500  Bergamo Orio Al Serio
LIME  MILANO APP            126.750  0176737769126750  Bergamo Orio Al Serio
LIME  MILANO APP            132.700  0176737769132700  Bergamo Orio Al Serio
LIMF  TWR                   118.500  0176737770118500  Torino Caselle      
LIMF  APP                   121.100  0176737770121100  Torino Caselle      
LIMF  ATIS                  120.475  0176737770120475  Torino Caselle      
LIMF  APP                   129.275  0176737770129275  Torino Caselle      
LIMF  GND                   121.700  0176737770121700  Torino Caselle      
LIMG  INFO                  123.850  0176737771123850  ALBENGA             
LIMJ  APP                   119.600  0176737774119600  Genova Sestri       
LIMJ  TWR                   118.600  0176737774118600  Genova Sestri       
LIML  GND                   121.800  0176737776121800  Milano Linate       
LIML  ATIS                  135.550  0176737776135550  Milano Linate       
LIML  TWR                   119.250  0176737776119250  Milano Linate       
LIML  MILANO DEP            126.750  0176737776126750  Milano Linate       
LIML  MILANO APP            132.700  0176737776132700  Milano Linate       
LIMN  TWR                   118.125  0176737778118125  CAMERI              
LIMN  TWR                   122.100  0176737778122100  CAMERI              
LIMN  GND                   121.700  0176737778121700  CAMERI              
LIMP  TWR                   118.450  0176737780118450  PARMA               
LIMP  APP                   126.550  0176737780126550  PARMA               
LIMS  TWR                   136.075  0176737783136075  PIACENZA            
LIMS  TWR                   122.100  0176737783122100  PIACENZA            
LIMS  APP                   123.925  0176737783123925  PIACENZA            
LIMW  INFO                  119.950  0176737787119950  AOSTA               
LIMZ  CUNEO INFO            119.550  0176737790119550  LEVALDIGI           
LIPA  CLNC DEL              122.100  0176738065122100  AVIANO AB           
LIPA  ATIS                  129.300  0176738065129300  AVIANO AB           
LIPA  APP                   120.125  0176738065120125  AVIANO AB           
LIPB  INFO                  120.600  0176738066120600  BOLZANO             
LIPC  ROMAGNA APP           118.575  0176738067118575  CERVIA              
LIPC  ROMAGNA APP           118.150  0176738067118150  CERVIA              
LIPC  ROMAGNA APP           122.100  0176738067122100  CERVIA              
LIPE  GND                   129.925  0176738069129925  BOLOGNA             
LIPE  APP                   120.100  0176738069120100  BOLOGNA             
LIPE  APP                   129.900  0176738069129900  BOLOGNA             
LIPE  ATIS                  134.875  0176738069134875  BOLOGNA             
LIPE  TWR                   120.800  0176738069120800  BOLOGNA             
LIPH  APP                   120.400  0176738072120400  TREVISO             
LIPH  PADOVA INFO           124.150  0176738072124150  TREVISO             
LIPH  TWR                   118.700  0176738072118700  TREVISO             
LIPH  APP                   122.100  0176738072122100  TREVISO             
LIPH  APP                   121.150  0176738072121150  TREVISO             
LIPI  TWR                   122.100  0176738073122100  RIVOLTO             
LIPI  AVIANO APP            120.125  0176738073120125  RIVOLTO             
LIPK  TWR                   119.750  0176738075119750  FORLI               
LIPK  ROMAGNA APP           118.150  0176738075118150  FORLI               
LIPK  TWR                   118.950  0176738075118950  FORLI               
LIPK  ROMAGNA APP           124.850  0176738075124850  FORLI               
LIPK  ROMAGNA APP           122.100  0176738075122100  FORLI               
LIPL  GARDA APP             124.250  0176738076124250  GHEDI               
LIPL  TWR                   122.100  0176738076122100  GHEDI               
LIPL  GARDA APP             124.450  0176738076124450  GHEDI               
LIPO  GARDA APP             124.250  0176738079124250  Montichiari         
LIPO  TWR                   122.100  0176738079122100  Montichiari         
LIPO  GARDA APP             124.450  0176738079124450  Montichiari         
LIPO  GARDA APP             118.550  0176738079118550  Montichiari         
LIPO  TWR                   119.400  0176738079119400  Montichiari         
LIPQ  TWR                   130.200  0176738081130200  Ronchi Dei Legionari
LIPQ  APP                   119.150  0176738081119150  Ronchi Dei Legionari
LIPR  ROMAGNA APP           122.100  0176738082122100  Rimini Mil          
LIPR  GND/CLNC DEL          121.600  0176738082121600  Rimini Mil          
LIPS  TREVISO APP           120.400  0176738083120400  Istrana             
LIPS  TREVISO APP           122.100  0176738083122100  Istrana             
LIPS  TREVISO APP           121.150  0176738083121150  Istrana             
LIPU  INFO                  123.250  0176738085123250  PADOVA              
LIPX  PADOVA INFO           123.250  0176738088123250  VILLAFRANCA         
LIPX  GARDA APP             124.250  0176738088124250  VILLAFRANCA         
LIPX  TWR                   122.100  0176738088122100  VILLAFRANCA         
LIPX  GND                   121.750  0176738088121750  VILLAFRANCA         
LIPX  GARDA APP             124.450  0176738088124450  VILLAFRANCA         
LIPX  GARDA APP             118.550  0176738088118550  VILLAFRANCA         
LIPX  TWR                   118.650  0176738088118650  VILLAFRANCA         
LIPY  TWR                   119.800  0176738089119800  FALCONARA           
LIPY  ROMAGNA APP           118.575  0176738089118575  FALCONARA           
LIPY  ATIS                  122.850  0176738089122850  FALCONARA           
LIPY  ROMAGNA APP           118.150  0176738089118150  FALCONARA           
LIPY  ROMAGNA APP           122.100  0176738089122100  FALCONARA           
LIPZ  ATIS                  122.225  0176738090122225  Venezia Tessera     
LIPZ  APP                   118.900  0176738090118900  Venezia Tessera     
LIPZ  TWR                   120.200  0176738090120200  Venezia Tessera     
LIPZ  GND                   121.700  0176738090121700  Venezia Tessera     
LIQS  SIENA INFO            122.600  0176738183122600  AMPUGNANO           
LIQS  GROSSETO APP          122.100  0176738183122100  AMPUGNANO           
LIQS  GROSSETO APP          124.525  0176738183124525  AMPUGNANO           
LIRA  TWR                   120.500  0176738265120500  CIAMPINO            
LIRA  ROMA DIRECTOR         119.200  0176738265119200  CIAMPINO            
LIRA  TWR                   122.100  0176738265122100  CIAMPINO            
LIRA  GND                   121.750  0176738265121750  CIAMPINO            
LIRA  CLNC DEL              119.400  0176738265119400  CIAMPINO            
LIRE  PRATICA DI MARE ATIS  128.690  0176738269128690  Pratica Di Mare     
LIRE  PRATICA DI MARE TWR   123.200  0176738269123200  Pratica Di Mare     
LIRE  PRATICA DI MARE GND   124.300  0176738269124300  Pratica Di Mare     
LIRF  ATIS                  121.850  0176738270121850  Roma Fiumicino Leonardo Da Vinci
LIRF  FIUME GND/APRON       121.800  0176738270121800  Roma Fiumicino Leonardo Da Vinci
LIRF  FIUME GND/APRON       122.125  0176738270122125  Roma Fiumicino Leonardo Da Vinci
LIRF  ROMA DIRECTOR ARR     119.200  0176738270119200  Roma Fiumicino Leonardo Da Vinci
LIRF  FIUME TWR             127.625  0176738270127625  Roma Fiumicino Leonardo Da Vinci
LIRF  FIUME TWR             118.700  0176738270118700  Roma Fiumicino Leonardo Da Vinci
LIRF  FIUME RAMP            121.725  0176738270121725  Roma Fiumicino Leonardo Da Vinci
LIRF  FIUME GND/APRON       121.900  0176738270121900  Roma Fiumicino Leonardo Da Vinci
LIRG  TWR                   122.100  0176738271122100  GUIDONIA            
LIRG  TWR                   122.200  0176738271122200  GUIDONIA            
LIRI  SALERNO FSS           119.175  0176738273119175  Pontecagnano        
LIRJ  AFIS                  123.700  0176738274123700  MARINA DI CAMPO     
LIRL  APP                   122.100  0176738276122100  LATINA              
LIRL  APP                   126.550  0176738276126550  LATINA              
LIRL  TWR                   119.150  0176738276119150  LATINA              
LIRM  TWR                   118.025  0176738277118025  GRAZZANISE          
LIRM  TWR                   122.100  0176738277122100  GRAZZANISE          
LIRN  NAPOLI TWR            118.500  0176738278118500  Naples Capodichino  
LIRN  ATIS                  135.975  0176738278135975  Naples Capodichino  
LIRN  NAPOLI RADAR          124.350  0176738278124350  Naples Capodichino  
LIRN  NAPOLI GND CLNC DEL   121.900  0176738278121900  Naples Capodichino  
LIRP  APP                   126.075  0176738280126075  PISA                
LIRP  APP                   124.275  0176738280124275  PISA                
LIRP  APP                   122.100  0176738280122100  PISA                
LIRP  GND                   121.600  0176738280121600  PISA                
LIRP  TWR                   119.100  0176738280119100  PISA                
LIRQ  APP                   126.075  0176738281126075  Firenze             
LIRQ  APP                   122.100  0176738281122100  Firenze             
LIRQ  ATIS                  129.350  0176738281129350  Firenze             
LIRQ  FIRENZE TWR           118.300  0176738281118300  Firenze             
LIRS  TWR                   128.100  0176738283128100  GROSSETO            
LIRS  APP                   122.100  0176738283122100  GROSSETO            
LIRS  APP                   124.525  0176738283124525  GROSSETO            
LIRU  URBE GND              122.700  0176738285122700  Urbe                
LIRU  URBE TWR              123.800  0176738285123800  Urbe                
LIRV  TWR                   127.150  0176738286127150  VITERBO             
LIRV  TWR                   122.100  0176738286122100  VITERBO             
LIRZ  INFO                  118.100  0176738290118100  PERUGIA             
LJCE  FIS                   118.475  0176746769118475  CERKLJE             
LJCE  TWR                   119.500  0176746769119500  CERKLJE             
LJCE  APP                   118.750  0176746769118750  CERKLJE             
LJLJ  LJUBLJANA TOWER       118.000  0176747674118000  LJUBLJANA           
LJLJ  LJUBLJANA APP         135.275  0176747674135275  LJUBLJANA           
LJLJ  LJUBLJANA ATIS        128.180  0176747674128180  LJUBLJANA           
LJLJ  LJUBLJANA GROUND      121.630  0176747674121630  LJUBLJANA           
LJLJ  LJUBLJANA APP         136.000  0176747674136000  LJUBLJANA           
LJLJ  LJUBLJANA TOWER       118.750  0176747674118750  LJUBLJANA           
LJMB  Maribor APP           119.200  0176747766119200  MARIBOR             
LJPZ  Portoroz APP          129.325  0176748090129325  PORTOROZ            
LJSG  AFIS                  123.500  0176748371123500  Slovenj Gradec      
LKBA  INFO                  119.650  0176756665119650  Breclav             
LKBE  INFO                  118.000  0176756669118000  Benesov             
LKBO  INFO                  118.280  0176756679118280  Bohunovice          
LKBR  INFO                  123.500  0176756682123500  Broumov             
LKBU  INFO                  134.300  0176756685134300  Bubovice            
LKCE  INFO                  123.600  0176756769123600  Ceska Lipa          
LKCH  INFO                  123.600  0176756772123600  Chomutov            
LKCM  INFO                  122.400  0176756777122400  Medlanky            
LKCR  INFO                  122.800  0176756782122800  Chrudim             
LKCS  INFO                  129.250  0176756783129250  Ceske Budejovice    
LKCT  INFO                  122.200  0176756784122200  Chotebor            
LKCV  TWR                   133.000  0176756786133000  Caslav              
LKCV  APP                   123.675  0176756786123675  Caslav              
LKCV  TWR                   118.250  0176756786118250  Caslav              
LKDK  INFO                  119.650  0176756875119650  Dvur Kralove        
LKER  INFO                  123.500  0176756982123500  Erpuzice            
LKFR  INFO                  123.500  0176757082123500  Frydlant            
LKHB  INFO                  122.600  0176757266122600  Havlickuv Brod      
LKHC  INFO                  123.500  0176757267123500  Horice              
LKHD  INFO                  120.900  0176757268120900  Hodkovice           
LKHK  INFO                  122.000  0176757275122000  Hradec Kralove      
LKHN  INFO                  123.500  0176757278123500  Hranice             
LKHR  INFO                  134.825  0176757282134825  Hradcany            
LKHS  INFO                  130.200  0176757283130200  Hosin               
LKHV  INFO                  122.600  0176757286122600  Horovice            
LKJA  INFO                  122.600  0176757465122600  Jaromer             
LKJC  INFO                  122.200  0176757467122200  Jicin               
LKJH  INFO                  123.600  0176757472123600  Jindrichuv Hradec   
LKJI  INFO                  123.500  0176757473123500  Jihlava             
LKKA  INFO                  122.200  0176757565122200  Krizanov            
LKKB  APP                   124.675  0176757566124675  Kbely               
LKKB  TWR                   120.875  0176757566120875  Kbely               
LKKB  PRECISION             123.300  0176757566123300  Kbely               
LKKB  TWR                   126.475  0176757566126475  Kbely               
LKKC  INFO                  122.800  0176757567122800  Krizenec            
LKKL  INFO                  123.480  0176757576123480  Kladno              
LKKM  INFO                  122.200  0176757577122200  Kromeriz            
LKKO  INFO                  123.500  0176757579123500  Kolin               
LKKR  INFO                  122.600  0176757582122600  Krnov               
LKKT  INFO                  122.200  0176757584122200  Klatovy             
LKKU  INFO                  120.100  0176757585120100  Kunovice            
LKKV  TWR                   121.230  0176757586121230  Karlovy Vary        
LKKV  TWR                   121.500  0176757586121500  Karlovy Vary        
LKKY  INFO                  130.600  0176757589130600  Kyjov               
LKLB  INFO                  122.600  0176757666122600  Liberec             
LKLN  INFO                  129.000  0176757678129000  Plzen - Line        
LKLT  INFO                  128.800  0176757684128800  Letnany             
LKMB  INFO                  123.600  0176757766123600  Mlada Boleslav      
LKMH  INFO                  130.200  0176757772130200  Mnichovo Hradiste   
LKMI  INFO                  123.500  0176757773123500  Mikulovice          
LKMK  INFO                  130.550  0176757775130550  Moravska Trebova    
LKML  INFO                  125.830  0176757776125830  Milovice            
LKMO  INFO                  123.500  0176757779123500  Most                
LKMR  INFO                  120.900  0176757782120900  Marianske Lazne     
LKMT  TOWER                 120.800  0176757784120800  Ostrava Mosnov      
LKMT  TOWER                 121.500  0176757784121500  Ostrava Mosnov      
LKNA  TWR                   121.850  0176757865121850  NAMEST              
LKNA  APP                   120.225  0176757865120225  NAMEST              
LKNA  TWR                   126.250  0176757865126250  NAMEST              
LKNA  PRECISION             123.300  0176757865123300  NAMEST              
LKNM  INFO                  123.400  0176757877123400  Nove Mesto          
LKOL  INFO                  118.000  0176757976118000  Olomouc             
LKOT  INFO                  122.400  0176757984122400  Otrokovice          
LKPA  INFO                  122.600  0176758065122600  Policka             
LKPC  INFO                  130.550  0176758067130550  Panensky Tynec      
LKPD  MTWR                  120.150  0176758068120150  Pardubice           
LKPI  INFO                  123.600  0176758073123600  Pribyslav           
LKPL  INFO                  130.600  0176758076130600  Letkov              
LKPM  INFO                  118.750  0176758077118750  Pribram             
LKPN  INFO                  123.600  0176758078123600  Podhorany           
LKPO  MAPP                  127.780  0176758079127780  Prerov              
LKPO  MTWR                  119.750  0176758079119750  Prerov              
LKPR  DELIVERY              120.050  0176758082120050  Praha - Ruzyne      
LKPR  RADAR                 119.000  0176758082119000  Praha - Ruzyne      
LKPR  TWR                   118.100  0176758082118100  Praha - Ruzyne      
LKPR  GROUND                121.900  0176758082121900  Praha - Ruzyne      
LKPR  ATIS                  122.150  0176758082122150  Praha - Ruzyne      
LKPR  TWR                   121.500  0176758082121500  Praha - Ruzyne      
LKPS  INFO                  123.600  0176758083123600  Plasy               
LKRA  INFO                  122.600  0176758265122600  Rana                
LKRK  INFO                  123.500  0176758275123500  Rakovnik            
LKRO  INFO                  122.200  0176758279122200  Roudnice            
LKRY  INFO                  119.650  0176758289119650  Rokycany            
LKSA  INFO                  123.600  0176758365123600  Stankov             
LKSB  INFO                  120.680  0176758366120680  Stichovice          
LKSK  INFO                  123.500  0176758375123500  Skutec              
LKSN  INFO                  122.400  0176758378122400  Slany               
LKSO  INFO                  122.200  0176758379122200  Sobeslav            
LKSR  INFO                  123.500  0176758382123500  Strunkovice         
LKST  INFO                  123.600  0176758384123600  Strakonice          
LKSU  INFO                  122.600  0176758385122600  Sumperk             
LKSZ  INFO                  119.650  0176758390119650  Sazena              
LKTA  INFO                  122.600  0176758465122600  Tabor               
LKTB  GROUND                125.430  0176758466125430  Turany              
LKTB  APP                   120.550  0176758466120550  Turany              
LKTB  TWR                   119.600  0176758466119600  Turany              
LKTB  BRNO APP              119.900  0176758466119900  Turany              
LKTB  ATIS                  132.450  0176758466132450  Turany              
LKTC  INFO                  123.400  0176758467123400  Tocna               
LKTD  INFO                  123.400  0176758468123400  Tachov              
LKTO  INFO                  122.600  0176758479122600  Touzim              
LKTV  Vsechov Info          125.830  0176758486125830  Vsechov             
LKUL  INFO                  123.400  0176758576123400  Usti nad Labem      
LKUO  INFO                  122.200  0176758579122200  Usti nad Orlici     
LKVL  INFO                  119.650  0176758676119650  Vlasim              
LKVM  INFO                  130.600  0176758677130600  Vysoke Myto         
LKVO  RADAR                 127.475  0176758679127475  Vodochody           
LKVO  TWR                   133.075  0176758679133075  Vodochody           
LKVP  INFO                  122.200  0176758680122200  Velke Porici        
LKVR  INFO                  125.325  0176758682125325  Vrchlabi            
LKVY  INFO                  120.325  0176758689120325  Vyskov              
LKZA  INFO                  123.600  0176759065123600  Zabreh              
LKZB  INFO                  126.625  0176759066126625  Zbraslavice         
LKZD  INFO                  125.425  0176759068125425  Zatec/Macerka       
LKZM  INFO                  122.600  0176759077122600  Zamberk             
LKZN  INFO                  130.600  0176759078130600  Znojmo              
LL1B  TEL AVIV APP          120.900  0176764966120900  ARAD                
LL1B  TEL AVIV APP          132.000  0176764966132000  ARAD                
LL40  CHICAGO APP/DEP       133.100  0176765248133100  FRANKFORT           
LL59  TEL AVIV APP          121.400  0176765357121400  PALMAHIM AB         
LL59  TEL AVIV APP          120.900  0176765357120900  PALMAHIM AB         
LL62  TEL AVIV APP          121.400  0176765450121400  HATSERIM            
LL62  TEL AVIV APP          120.900  0176765450120900  HATSERIM            
LLBG  GND WEST              118.050  0176766671118050  Tel Aviv Ben Gurion 
LLBG  CLNC DEL              119.350  0176766671119350  Tel Aviv Ben Gurion 
LLBG  ATIS                  132.500  0176766671132500  Tel Aviv Ben Gurion 
LLBG  TMA                   119.500  0176766671119500  Tel Aviv Ben Gurion 
LLBG  TWR                   118.300  0176766671118300  Tel Aviv Ben Gurion 
LLBS  TEL AVIV APP          121.400  0176766683121400  TEYMAN              
LLBS  TEL AVIV APP          120.900  0176766683120900  TEYMAN              
LLEK  TEL AVIV APP          120.900  0176766975120900  TEL NOV             
LLEK  TEL AVIV APP          132.000  0176766975132000  TEL NOV             
LLES  TEL AVIV APP          132.050  0176766983132050  EYN SHEMER          
LLES  TEL AVIV APP          123.400  0176766983123400  EYN SHEMER          
LLES  TEL AVIV APP          124.300  0176766983124300  EYN SHEMER          
LLET  TWR                   121.800  0176766984121800  EILAT               
LLET  TWR                   119.000  0176766984119000  EILAT               
LLET  INFO                  132.550  0176766984132550  EILAT               
LLHA  TWR                   133.000  0176767265133000  Haifa               
LLHA  GND                   127.800  0176767265127800  Haifa               
LLHS  TEL AVIV APP          121.400  0176767283121400  HATZOR              
LLHS  TEL AVIV APP          120.900  0176767283120900  HATZOR              
LLIB  ROSH PINA TWR         118.450  0176767366118450  MAHANAIM I BEN YAAKOV
LLNV  TEL AVIV APP          121.400  0176767886121400  NEVATIM AB          
LLNV  TEL AVIV APP          120.900  0176767886120900  NEVATIM AB          
LLOV  TWR                   129.900  0176767986129900  OVDA                
LLRD  TEL AVIV              132.050  0176768268132050  RAMAT DAVID         
LLRD  TWR                   123.500  0176768268123500  RAMAT DAVID         
LLRD  TEL AVIV              123.400  0176768268123400  RAMAT DAVID         
LLRD  TEL AVIV              125.800  0176768268125800  RAMAT DAVID         
LLRD  TWR                   118.600  0176768268118600  RAMAT DAVID         
LLRD  TEL AVIV              124.300  0176768268124300  RAMAT DAVID         
LLRM  TEL AVIV CON          121.400  0176768277121400  RAMON               
LLRM  TEL AVIV CON          120.900  0176768277120900  RAMON               
LLSD  TAMROOR APP           125.250  0176768368125250  Sde Dov             
LLSD  ATIS                  122.900  0176768368122900  Sde Dov             
LLSD  TAMROOR TAXI          121.050  0176768368121050  Sde Dov             
 LMI  LMI AWOS              127.700  0132767773127700  Lumi                
LMML  ATIS                  127.400  0176777776127400  La Valette Luqa     
LMML  APRON                 133.900  0176777776133900  La Valette Luqa     
LMML  APP                   128.150  0176777776128150  La Valette Luqa     
LMML  TWR                   135.100  0176777776135100  La Valette Luqa     
 LNF  LNF AWOS              127.700  0132767870127700  Munbil              
 LNG  LNG AWOS              127.700  0132767871127700  Lese                
LNMC  MONACO TWR            123.025  0176787767123025  [H] Monaco Fontvieille
 LNQ  MIS AWOS              127.700  0132767881127700  Loani               
 LNV  LNV AWOS              127.700  0132767886127700  Lihir Island        
LOAN  WIEN APP              128.200  0176796578128200  WIENER NEUSTADT Ost 
LOAN  WIEN CNTR             124.400  0176796578124400  WIENER NEUSTADT Ost 
LOAN  AFIS                  122.650  0176796578122650  WIENER NEUSTADT Ost 
LOIJ  LOIJ Info             120.350  0176797374120350  St Johann Tirol     
LOIR  Reutte Info           122.400  0176797382122400  Reutte - Hoefen     
LOLW  AFIS                  119.700  0176797687119700  WELS                
LOWG  ATIS                  126.125  0176798771126125  Graz Thalerhof      
LOWG  APP                   119.300  0176798771119300  Graz Thalerhof      
LOWG  TWR                   118.200  0176798771118200  Graz Thalerhof      
LOWG  APP                   123.025  0176798771123025  Graz Thalerhof      
LOWI  TWR                   120.100  0176798773120100  Innsbruck Kranebitten
LOWI  APP                   119.275  0176798773119275  Innsbruck Kranebitten
LOWI  ATIS                  126.025  0176798773126025  Innsbruck Kranebitten
LOWK  APP                   126.825  0176798775126825  Klagenfurt Woerthersee
LOWK  TWR                   118.100  0176798775118100  Klagenfurt Woerthersee
LOWK  ATIS                  124.075  0176798775124075  Klagenfurt Woerthersee
LOWL  TWR                   118.800  0176798776118800  Linz Hoersching     
LOWL  RADAR                 129.625  0176798776129625  Linz Hoersching     
LOWL  ATIS                  128.125  0176798776128125  Linz Hoersching     
LOWS  ATIS                  125.725  0176798783125725  Salzburg Maxglan    
LOWS  APP                   134.975  0176798783134975  Salzburg Maxglan    
LOWS  TWR                   118.100  0176798783118100  Salzburg Maxglan    
LOWS  GND                   121.750  0176798783121750  Salzburg Maxglan    
LOWW  VIENNA APP            119.800  0176798787119800  Wien Schwechat      
LOWW  WIEN CLD              122.125  0176798787122125  Wien Schwechat      
LOWW  VIENNA TWR            123.800  0176798787123800  Wien Schwechat      
LOWW  WIEN FSS              118.525  0176798787118525  Wien Schwechat      
LOWW  VIENNA APP            128.190  0176798787128190  Wien Schwechat      
LOWW  VIENNA APP            129.050  0176798787129050  Wien Schwechat      
LOWW  VIENNA TWR            119.400  0176798787119400  Wien Schwechat      
LOWW  VIENNA APP            124.550  0176798787124550  Wien Schwechat      
LOWW  VIENNA GND            121.600  0176798787121600  Wien Schwechat      
LOWW  unnamed entity        128.800  0176798787128800  Wien Schwechat      
LOWW  LOWW ATIS arr         122.950  0176798787122950  Wien Schwechat      
LOWW  LOWW ATIS dep         121.725  0176798787121725  Wien Schwechat      
LOXT  TWR                   118.900  0176798884118900  Tulln               
LOXT  APP                   136.125  0176798884136125  Tulln               
LOXZ  RADAR                 135.375  0176798890135375  ZELTWEG             
LOXZ  TWR                   118.700  0176798890118700  ZELTWEG             
LOXZ  RADAR                 129.475  0176798890129475  ZELTWEG             
LOXZ  TWR                   132.650  0176798890132650  ZELTWEG             
LPAR  TWR                   119.225  0176806582119225  ALVERCA             
LPAR  TWR                   122.100  0176806582122100  ALVERCA             
LPAZ  APP                   119.000  0176806590119000  SANTA MARIA         
LPAZ  TWR                   118.100  0176806590118100  SANTA MARIA         
LPBG  RDO                   122.300  0176806671122300  BRAGANCA            
LPBJ  TWR                   130.400  0176806674130400  BEJA                
LPBJ  APP                   130.100  0176806674130100  BEJA                
LPBJ  TWR                   122.100  0176806674122100  BEJA                
LPBR  AFIS                  122.000  0176806682122000  BRAGA               
LPCO  RDO                   122.900  0176806779122900  COIMBRA             
LPCS  TWR                   119.900  0176806783119900  CASCAIS             
LPCS  GND                   121.825  0176806783121825  CASCAIS             
LPCS  TWR                   120.300  0176806783120300  CASCAIS             
LPCV  AFIS                  122.000  0176806786122000  COVILHA             
LPEV  INFO                  122.700  0176806986122700  EVORA               
LPFL  TWR                   118.300  0176807076118300  FLORES              
LPFR  GND                   118.575  0176807082118575  Faro                
LPFR  ATIS                  124.200  0176807082124200  Faro                
LPFR  TWR                   118.200  0176807082118200  Faro                
LPFR  APP                   119.400  0176807082119400  Faro                
LPGR  RDO                   122.900  0176807182122900  GRACIOSA            
LPHR  APP                   118.000  0176807282118000  HORTA               
LPHR  APP                   119.700  0176807282119700  HORTA               
LPLA  APP                   135.000  0176807665135000  LAJES               
LPLA  ATIS                  120.300  0176807665120300  LAJES               
LPLA  TWR                   122.100  0176807665122100  LAJES               
LPLA  GND                   121.900  0176807665121900  LAJES               
LPMA  APP                   119.200  0176807765119200  Madeira             
LPMA  TWR                   118.350  0176807765118350  Madeira             
LPMR  APP                   120.475  0176807782120475  MONTE REAL          
LPMR  GND                   119.725  0176807782119725  MONTE REAL          
LPMR  TWR                   122.100  0176807782122100  MONTE REAL          
LPMR  APP                   121.700  0176807782121700  MONTE REAL          
LPMT  TWR                   134.100  0176807784134100  MONTIJO             
LPMT  TWR                   122.100  0176807784122100  MONTIJO             
LPOV  TWR                   122.100  0176807986122100  OVAR                
LPOV  APP                   118.600  0176807986118600  OVAR                
LPPD  TWR                   118.300  0176808068118300  PONTA DELGADA       
LPPD  APP                   119.400  0176808068119400  PONTA DELGADA       
LPPI  RDO                   122.700  0176808073122700  PICO                
LPPM  PORTIMAO MULT         122.000  0176808077122000  Portimao            
LPPR  TWR                   118.000  0176808082118000  Porto               
LPPR  APP                   121.100  0176808082121100  Porto               
LPPR  INFO                  124.300  0176808082124300  Porto               
LPPS  TWR                   118.400  0176808083118400  Porto Santo         
LPPS  GCA                   123.300  0176808083123300  Porto Santo         
LPPS  TWR                   118.750  0176808083118750  Porto Santo         
LPPT  ATIS                  124.150  0176808084124150  Lisboa              
LPPT  TWR                   118.950  0176808084118950  Lisboa              
LPPT  GND                   121.750  0176808084121750  Lisboa              
LPPT  APP                   119.100  0176808084119100  Lisboa              
LPSJ  RDO                   122.300  0176808374122300  SAO JORGE           
LPST  TWR                   119.850  0176808384119850  SINTRA              
LPST  GND                   122.100  0176808384122100  SINTRA              
LPST  APP                   118.600  0176808384118600  SINTRA              
LPTN  TWR                   122.100  0176808478122100  TANCOS              
LPVR  RDO                   122.900  0176808682122900  VILA REAL           
LPVZ  RDO                   122.300  0176808690122300  VISEU               
LQBK  APP                   118.950  0176816675118950  BANJA LUKA          
LQMO  TWR                   124.200  0176817779124200  MOSTAR              
LQMO  APP                   122.700  0176817779122700  MOSTAR              
LQMO  APP                   123.300  0176817779123300  MOSTAR              
LQSA  TWR                   118.250  0176818365118250  Sarajevo            
LQSA  GND                   121.900  0176818365121900  Sarajevo            
LQSA  GCA                   119.400  0176818365119400  Sarajevo            
LQTZ  APP/DEP               125.800  0176818490125800  TUZLA               
LQTZ  TWR                   130.850  0176818490130850  TUZLA               
LR79  DEP                   130.000  0176825557130000  IANCA               
LR80  APP                   130.000  0176825648130000  FETESTI             
LR81  DEP                   130.000  0176825649130000  DEVESELU            
LR82  DEP                   130.000  0176825650130000  BOBOC               
LRAR  TWR                   130.200  0176826582130200  ARAD                
LRBC  PRECISION             133.700  0176826667133700  BACAU               
LRBC  APP                   118.600  0176826667118600  BACAU               
LRBM  BAIA MARE PRECISION   118.850  0176826677118850  TAUTII MAGHERAUS    
